date,temperature,precipm
"5:12 AM EST on January 16, 2017",3.9,0.0
"5:38 AM EST on January 16, 2017",3.9,0.0
"5:53 AM EST on January 16, 2017",3.9,0.0
"6:53 AM EST on January 16, 2017",3.9,-9999.00
"7:27 AM EST on January 16, 2017",3.9,-9999.00
"7:53 AM EST on January 16, 2017",3.9,-9999.00
"8:30 AM EST on January 16, 2017",3.9,-9999.00
"8:53 AM EST on January 16, 2017",4.4,-9999.00
"9:26 AM EST on January 16, 2017",4.4,-9999.00
"9:36 AM EST on January 16, 2017",5.0,-9999.00
"9:53 AM EST on January 16, 2017",5.0,-9999.00
"10:53 AM EST on January 16, 2017",5.6,0.0
"11:53 AM EST on January 16, 2017",6.1,-9999.00
"12:00 PM EST on January 16, 2017",6.1,-9999.00
"12:53 PM EST on January 16, 2017",6.1,0.0
"1:53 PM EST on January 16, 2017",6.7,-9999.00
"2:53 PM EST on January 16, 2017",6.7,-9999.00
"3:53 PM EST on January 16, 2017",6.7,-9999.00
"4:53 PM EST on January 16, 2017",7.2,-9999.00
"5:53 PM EST on January 16, 2017",6.7,-9999.00
"6:21 PM EST on January 16, 2017",6.7,-9999.00
"6:53 PM EST on January 16, 2017",6.7,-9999.00
"7:53 PM EST on January 16, 2017",6.7,-9999.00
"8:53 PM EST on January 16, 2017",6.7,-9999.00
"9:53 PM EST on January 16, 2017",6.7,-9999.00
"10:53 PM EST on January 16, 2017",6.1,-9999.00
"11:06 PM EST on January 16, 2017",6.1,-9999.00
"11:18 PM EST on January 16, 2017",6.7,-9999.00
"11:25 PM EST on January 16, 2017",6.1,-9999.00
"11:51 PM EST on January 16, 2017",6.0,-9999.00
"11:53 PM EST on January 16, 2017",6.1,-9999.00
"12:16 AM EST on January 17, 2017",6.1,-9999.00
"12:31 AM EST on January 17, 2017",5.6,-9999.00
"12:53 AM EST on January 17, 2017",5.6,-9999.00
"1:53 AM EST on January 17, 2017",5.0,-9999.00
"2:03 AM EST on January 17, 2017",5.6,-9999.00
"2:15 AM EST on January 17, 2017",5.6,-9999.00
"2:53 AM EST on January 17, 2017",5.6,-9999.00
"3:11 AM EST on January 17, 2017",5.6,-9999.00
"3:53 AM EST on January 17, 2017",5.6,-9999.00
"4:53 AM EST on January 17, 2017",5.6,0.0
"5:53 AM EST on January 17, 2017",5.6,0.0
"6:53 AM EST on January 17, 2017",5.6,-9999.00
"7:53 AM EST on January 17, 2017",5.6,0.0
"8:53 AM EST on January 17, 2017",5.6,1.5
"9:53 AM EST on January 17, 2017",6.7,0.3
"10:17 AM EST on January 17, 2017",7.2,0.0
"10:46 AM EST on January 17, 2017",7.8,0.0
"10:53 AM EST on January 17, 2017",7.2,0.0
"11:53 AM EST on January 17, 2017",7.8,0.0
"12:53 PM EST on January 17, 2017",8.3,0.3
"1:53 PM EST on January 17, 2017",10.0,0.0
"2:53 PM EST on January 17, 2017",10.6,-9999.00
"3:04 PM EST on January 17, 2017",11.1,-9999.00
"3:53 PM EST on January 17, 2017",12.2,-9999.00
"4:00 PM EST on January 17, 2017",12.2,-9999.00
"4:07 PM EST on January 17, 2017",12.2,-9999.00
"4:18 PM EST on January 17, 2017",12.2,-9999.00
"4:25 PM EST on January 17, 2017",12.2,-9999.00
"4:33 PM EST on January 17, 2017",12.2,-9999.00
"4:53 PM EST on January 17, 2017",12.2,-9999.00
"5:53 PM EST on January 17, 2017",12.2,-9999.00
"6:00 PM EST on January 17, 2017",12.2,-9999.00
"6:53 PM EST on January 17, 2017",11.7,-9999.00
"7:53 PM EST on January 17, 2017",12.2,-9999.00
"8:53 PM EST on January 17, 2017",12.8,-9999.00
"9:53 PM EST on January 17, 2017",12.8,-9999.00
"10:53 PM EST on January 17, 2017",12.2,-9999.00
"11:53 PM EST on January 17, 2017",12.8,-9999.00
"12:53 AM EST on January 18, 2017",12.2,-9999.00
"1:53 AM EST on January 18, 2017",12.8,-9999.00
"2:47 AM EST on January 18, 2017",11.0,-9999.00
"2:48 AM EST on January 18, 2017",10.6,-9999.00
"2:58 AM EST on January 18, 2017",11.7,-9999.00
"3:05 AM EST on January 18, 2017",11.1,-9999.00
"3:07 AM EST on January 18, 2017",11.1,-9999.00
"3:14 AM EST on January 18, 2017",10.0,-9999.00
"3:21 AM EST on January 18, 2017",11.1,-9999.00
"3:26 AM EST on January 18, 2017",12.2,-9999.00
"3:53 AM EST on January 18, 2017",12.2,-9999.00
"4:53 AM EST on January 18, 2017",16.7,-9999.00
"5:53 AM EST on January 18, 2017",12.8,-9999.00
"6:53 AM EST on January 18, 2017",13.3,-9999.00
"7:53 AM EST on January 18, 2017",11.7,-9999.00
"8:53 AM EST on January 18, 2017",13.9,-9999.00
"9:53 AM EST on January 18, 2017",15.0,-9999.00
"10:53 AM EST on January 18, 2017",15.0,-9999.00
"11:53 AM EST on January 18, 2017",16.1,-9999.00
"12:53 PM EST on January 18, 2017",16.1,-9999.00
"1:53 PM EST on January 18, 2017",15.6,-9999.00
"2:53 PM EST on January 18, 2017",15.6,-9999.00
"3:53 PM EST on January 18, 2017",15.6,-9999.00
"4:53 PM EST on January 18, 2017",14.4,-9999.00
"5:53 PM EST on January 18, 2017",12.2,-9999.00
"6:53 PM EST on January 18, 2017",11.1,-9999.00
"7:53 PM EST on January 18, 2017",10.0,-9999.00
"8:53 PM EST on January 18, 2017",8.3,-9999.00
"9:53 PM EST on January 18, 2017",7.8,-9999.00
"10:53 PM EST on January 18, 2017",7.2,-9999.00
"11:53 PM EST on January 18, 2017",6.1,-9999.00
"12:53 AM EST on January 19, 2017",5.6,-9999.00
"1:53 AM EST on January 19, 2017",3.9,-9999.00
"2:53 AM EST on January 19, 2017",3.3,-9999.00
"3:53 AM EST on January 19, 2017",2.2,-9999.00
"4:53 AM EST on January 19, 2017",2.8,-9999.00
"5:53 AM EST on January 19, 2017",1.7,-9999.00
"6:53 AM EST on January 19, 2017",1.7,-9999.00
"7:53 AM EST on January 19, 2017",0.0,-9999.00
"8:53 AM EST on January 19, 2017",2.8,-9999.00
"9:53 AM EST on January 19, 2017",5.0,-9999.00
"10:53 AM EST on January 19, 2017",8.9,-9999.00
"11:53 AM EST on January 19, 2017",11.1,-9999.00
"12:53 PM EST on January 19, 2017",11.7,-9999.00
"1:53 PM EST on January 19, 2017",12.2,-9999.00
"2:53 PM EST on January 19, 2017",12.8,-9999.00
"3:53 PM EST on January 19, 2017",12.8,-9999.00
"4:53 PM EST on January 19, 2017",11.7,-9999.00
"5:53 PM EST on January 19, 2017",10.6,-9999.00
"6:53 PM EST on January 19, 2017",10.0,-9999.00
"7:53 PM EST on January 19, 2017",8.9,-9999.00
"8:53 PM EST on January 19, 2017",8.3,-9999.00
"9:53 PM EST on January 19, 2017",7.8,-9999.00
"10:53 PM EST on January 19, 2017",6.7,-9999.00
"11:53 PM EST on January 19, 2017",6.7,-9999.00
"12:53 AM EST on January 20, 2017",6.7,-9999.00
"1:53 AM EST on January 20, 2017",6.1,-9999.00
"2:53 AM EST on January 20, 2017",5.6,-9999.00
"3:53 AM EST on January 20, 2017",6.1,-9999.00
"4:53 AM EST on January 20, 2017",6.7,-9999.00
"5:53 AM EST on January 20, 2017",6.1,-9999.00
"6:53 AM EST on January 20, 2017",6.1,-9999.00
"7:53 AM EST on January 20, 2017",6.1,-9999.00
"8:53 AM EST on January 20, 2017",6.7,-9999.00
"9:30 AM EST on January 20, 2017",6.7,1.3
"9:42 AM EST on January 20, 2017",6.1,1.8
"9:53 AM EST on January 20, 2017",6.7,2.0
"10:53 AM EST on January 20, 2017",7.2,0.0
"11:16 AM EST on January 20, 2017",7.2,-9999.00
"11:32 AM EST on January 20, 2017",7.2,-9999.00
"11:53 AM EST on January 20, 2017",7.8,-9999.00
"12:00 PM EST on January 20, 2017",7.8,-9999.00
"12:12 PM EST on January 20, 2017",8.3,-9999.00
"12:53 PM EST on January 20, 2017",8.3,0.0
"1:53 PM EST on January 20, 2017",10.0,0.0
"2:53 PM EST on January 20, 2017",10.6,-9999.00
"3:53 PM EST on January 20, 2017",11.1,-9999.00
"4:06 PM EST on January 20, 2017",11.1,-9999.00
"4:53 PM EST on January 20, 2017",10.6,-9999.00
"5:53 PM EST on January 20, 2017",10.6,-9999.00
"6:53 PM EST on January 20, 2017",10.6,-9999.00
"7:53 PM EST on January 20, 2017",10.6,-9999.00
"8:53 PM EST on January 20, 2017",10.6,-9999.00
"9:53 PM EST on January 20, 2017",10.0,-9999.00
"10:22 PM EST on January 20, 2017",10.0,-9999.00
"10:53 PM EST on January 20, 2017",10.0,-9999.00
"11:53 PM EST on January 20, 2017",10.0,-9999.00
"12:53 AM EST on January 21, 2017",9.4,-9999.00
"1:14 AM EST on January 21, 2017",9.4,-9999.00
"1:42 AM EST on January 21, 2017",9.4,-9999.00
"1:53 AM EST on January 21, 2017",9.4,-9999.00
"2:17 AM EST on January 21, 2017",9.4,-9999.00
"2:53 AM EST on January 21, 2017",9.4,-9999.00
"3:53 AM EST on January 21, 2017",8.9,-9999.00
"4:53 AM EST on January 21, 2017",9.4,-9999.00
"5:53 AM EST on January 21, 2017",8.9,-9999.00
"6:53 AM EST on January 21, 2017",8.9,-9999.00
"7:53 AM EST on January 21, 2017",8.9,-9999.00
"8:53 AM EST on January 21, 2017",8.9,-9999.00
"9:53 AM EST on January 21, 2017",8.9,-9999.00
"10:30 AM EST on January 21, 2017",9.4,-9999.00
"10:44 AM EST on January 21, 2017",9.4,-9999.00
"10:50 AM EST on January 21, 2017",9.0,-9999.00
"10:53 AM EST on January 21, 2017",9.4,-9999.00
"11:08 AM EST on January 21, 2017",9.4,-9999.00
"11:18 AM EST on January 21, 2017",9.4,-9999.00
"11:28 AM EST on January 21, 2017",9.4,-9999.00
"11:53 AM EST on January 21, 2017",10.0,-9999.00
"12:50 PM EST on January 21, 2017",10.0,-9999.00
"12:53 PM EST on January 21, 2017",10.0,-9999.00
"1:53 PM EST on January 21, 2017",10.0,-9999.00
"2:53 PM EST on January 21, 2017",10.6,-9999.00
"3:00 PM EST on January 21, 2017",10.6,-9999.00
"3:53 PM EST on January 21, 2017",10.6,-9999.00
"4:00 PM EST on January 21, 2017",10.6,-9999.00
"4:53 PM EST on January 21, 2017",11.1,-9999.00
"5:32 PM EST on January 21, 2017",10.0,-9999.00
"5:53 PM EST on January 21, 2017",10.0,-9999.00
"6:53 PM EST on January 21, 2017",10.0,-9999.00
"7:53 PM EST on January 21, 2017",10.0,-9999.00
"8:53 PM EST on January 21, 2017",10.0,-9999.00
"9:53 PM EST on January 21, 2017",10.0,0.0
"10:53 PM EST on January 21, 2017",10.0,0.5
"11:53 PM EST on January 21, 2017",10.0,-9999.00
"12:53 AM EST on January 22, 2017",10.0,0.0
"1:53 AM EST on January 22, 2017",10.0,0.0
"2:53 AM EST on January 22, 2017",10.0,-9999.00
"3:04 AM EST on January 22, 2017",10.0,-9999.00
"3:53 AM EST on January 22, 2017",10.0,-9999.00
"4:11 AM EST on January 22, 2017",10.0,-9999.00
"4:53 AM EST on January 22, 2017",9.4,-9999.00
"5:05 AM EST on January 22, 2017",9.4,-9999.00
"5:53 AM EST on January 22, 2017",9.4,-9999.00
"6:53 AM EST on January 22, 2017",9.4,-9999.00
"7:53 AM EST on January 22, 2017",9.4,-9999.00
"8:03 AM EST on January 22, 2017",9.4,-9999.00
"8:11 AM EST on January 22, 2017",9.4,-9999.00
"8:53 AM EST on January 22, 2017",9.4,-9999.00
"9:10 AM EST on January 22, 2017",9.4,-9999.00
"9:20 AM EST on January 22, 2017",9.4,-9999.00
"9:37 AM EST on January 22, 2017",9.4,-9999.00
"9:42 AM EST on January 22, 2017",10.0,-9999.00
"9:53 AM EST on January 22, 2017",10.0,-9999.00
"10:53 AM EST on January 22, 2017",10.6,-9999.00
"11:00 AM EST on January 22, 2017",10.6,-9999.00
"11:53 AM EST on January 22, 2017",11.1,-9999.00
"12:53 PM EST on January 22, 2017",11.7,-9999.00
"1:53 PM EST on January 22, 2017",11.7,-9999.00
"2:53 PM EST on January 22, 2017",12.2,0.3
"3:53 PM EST on January 22, 2017",11.7,0.0
"4:53 PM EST on January 22, 2017",11.7,0.3
"5:53 PM EST on January 22, 2017",11.1,0.0
"6:26 PM EST on January 22, 2017",11.1,0.3
"6:53 PM EST on January 22, 2017",10.6,0.5
"7:53 PM EST on January 22, 2017",10.6,0.8
"8:53 PM EST on January 22, 2017",10.6,1.0
"9:53 PM EST on January 22, 2017",10.6,0.3
"10:53 PM EST on January 22, 2017",10.0,-9999.00
"11:26 PM EST on January 22, 2017",10.0,0.3
"11:53 PM EST on January 22, 2017",10.0,0.8
"12:05 AM EST on January 23, 2017",10.0,1.0
"12:14 AM EST on January 23, 2017",10.0,1.3
"12:21 AM EST on January 23, 2017",10.0,1.3
"12:38 AM EST on January 23, 2017",10.0,1.5
"12:53 AM EST on January 23, 2017",10.0,1.5
"1:23 AM EST on January 23, 2017",10.0,0.3
"1:43 AM EST on January 23, 2017",10.0,0.8
"1:53 AM EST on January 23, 2017",10.0,0.8
"2:33 AM EST on January 23, 2017",10.6,0.5
"2:40 AM EST on January 23, 2017",10.6,0.5
"2:53 AM EST on January 23, 2017",10.6,0.5
"3:33 AM EST on January 23, 2017",10.6,0.5
"3:53 AM EST on January 23, 2017",10.6,0.8
"4:04 AM EST on January 23, 2017",10.6,0.0
"4:27 AM EST on January 23, 2017",10.0,0.0
"4:53 AM EST on January 23, 2017",10.0,0.3
"5:53 AM EST on January 23, 2017",10.0,0.8
"6:26 AM EST on January 23, 2017",9.4,0.5
"6:40 AM EST on January 23, 2017",9.4,0.8
"6:53 AM EST on January 23, 2017",9.4,2.0
"7:53 AM EST on January 23, 2017",9.4,2.5
"8:28 AM EST on January 23, 2017",8.9,2.5
"8:53 AM EST on January 23, 2017",8.9,4.6
"9:01 AM EST on January 23, 2017",8.3,0.3
"9:39 AM EST on January 23, 2017",8.3,0.8
"9:53 AM EST on January 23, 2017",8.3,1.3
"10:13 AM EST on January 23, 2017",8.3,2.3
"10:46 AM EST on January 23, 2017",8.3,6.1
"10:53 AM EST on January 23, 2017",8.3,6.3
"11:02 AM EST on January 23, 2017",8.3,0.3
"11:09 AM EST on January 23, 2017",8.3,0.5
"11:21 AM EST on January 23, 2017",8.3,1.3
"11:29 AM EST on January 23, 2017",7.8,2.3
"11:53 AM EST on January 23, 2017",7.8,5.3
"12:03 PM EST on January 23, 2017",7.8,1.3
"12:14 PM EST on January 23, 2017",7.8,1.8
"12:21 PM EST on January 23, 2017",7.8,2.3
"12:38 PM EST on January 23, 2017",7.8,3.0
"12:53 PM EST on January 23, 2017",7.2,3.8
"1:50 PM EST on January 23, 2017",7.0,0.3
"1:53 PM EST on January 23, 2017",7.2,0.3
"2:53 PM EST on January 23, 2017",6.7,0.0
"3:53 PM EST on January 23, 2017",6.1,0.0
"4:53 PM EST on January 23, 2017",5.6,-9999.00
"5:53 PM EST on January 23, 2017",5.6,-9999.00
"6:53 PM EST on January 23, 2017",5.0,-9999.00
"7:53 PM EST on January 23, 2017",5.6,-9999.00
"8:53 PM EST on January 23, 2017",4.4,0.3
"9:53 PM EST on January 23, 2017",3.9,0.3
"10:53 PM EST on January 23, 2017",3.9,0.0
"11:53 PM EST on January 23, 2017",3.9,-9999.00
"12:53 AM EST on January 24, 2017",3.9,-9999.00
"1:27 AM EST on January 24, 2017",3.9,-9999.00
"1:37 AM EST on January 24, 2017",4.4,-9999.00
"1:44 AM EST on January 24, 2017",4.4,-9999.00
"1:53 AM EST on January 24, 2017",4.4,-9999.00
"2:16 AM EST on January 24, 2017",4.4,-9999.00
"2:53 AM EST on January 24, 2017",4.4,-9999.00
"3:53 AM EST on January 24, 2017",5.0,-9999.00
"4:53 AM EST on January 24, 2017",4.4,-9999.00
"5:53 AM EST on January 24, 2017",3.9,-9999.00
"6:53 AM EST on January 24, 2017",5.0,-9999.00
"7:53 AM EST on January 24, 2017",5.6,-9999.00
"8:53 AM EST on January 24, 2017",6.7,-9999.00
"9:53 AM EST on January 24, 2017",7.2,-9999.00
"10:53 AM EST on January 24, 2017",7.8,-9999.00
"11:53 AM EST on January 24, 2017",10.6,-9999.00
"12:53 PM EST on January 24, 2017",11.1,-9999.00
"1:53 PM EST on January 24, 2017",13.3,-9999.00
"2:53 PM EST on January 24, 2017",12.2,-9999.00
"3:53 PM EST on January 24, 2017",12.2,-9999.00
"4:53 PM EST on January 24, 2017",12.2,-9999.00
"5:53 PM EST on January 24, 2017",10.6,-9999.00
"6:53 PM EST on January 24, 2017",10.6,-9999.00
"7:53 PM EST on January 24, 2017",10.6,-9999.00
"8:53 PM EST on January 24, 2017",10.6,-9999.00
"9:53 PM EST on January 24, 2017",10.6,-9999.00
"10:53 PM EST on January 24, 2017",10.6,-9999.00
"11:53 PM EST on January 24, 2017",10.0,-9999.00
"12:53 AM EST on January 25, 2017",10.0,-9999.00
"1:53 AM EST on January 25, 2017",9.4,-9999.00
"2:53 AM EST on January 25, 2017",8.9,-9999.00
"3:53 AM EST on January 25, 2017",8.9,-9999.00
"4:53 AM EST on January 25, 2017",6.1,-9999.00
"5:53 AM EST on January 25, 2017",5.0,-9999.00
"6:53 AM EST on January 25, 2017",5.6,-9999.00
"7:53 AM EST on January 25, 2017",6.1,-9999.00
"8:53 AM EST on January 25, 2017",10.0,-9999.00
"9:53 AM EST on January 25, 2017",12.2,-9999.00
"10:53 AM EST on January 25, 2017",15.0,-9999.00
"11:53 AM EST on January 25, 2017",16.7,-9999.00
"12:53 PM EST on January 25, 2017",19.4,-9999.00
"1:53 PM EST on January 25, 2017",20.6,-9999.00
"2:53 PM EST on January 25, 2017",21.1,-9999.00
"3:53 PM EST on January 25, 2017",20.6,-9999.00
"4:53 PM EST on January 25, 2017",18.9,-9999.00
"5:53 PM EST on January 25, 2017",14.4,-9999.00
"6:53 PM EST on January 25, 2017",15.0,-9999.00
"7:53 PM EST on January 25, 2017",14.4,-9999.00
"8:53 PM EST on January 25, 2017",14.4,-9999.00
"9:53 PM EST on January 25, 2017",11.7,-9999.00
"10:53 PM EST on January 25, 2017",12.8,-9999.00
"11:53 PM EST on January 25, 2017",11.7,-9999.00
"12:53 AM EST on January 26, 2017",10.6,-9999.00
"1:53 AM EST on January 26, 2017",12.8,-9999.00
"2:53 AM EST on January 26, 2017",13.3,-9999.00
"3:53 AM EST on January 26, 2017",13.3,-9999.00
"4:53 AM EST on January 26, 2017",12.8,-9999.00
"5:53 AM EST on January 26, 2017",12.8,-9999.00
"6:53 AM EST on January 26, 2017",11.7,0.0
"7:53 AM EST on January 26, 2017",11.7,0.0
"8:53 AM EST on January 26, 2017",14.4,-9999.00
"9:53 AM EST on January 26, 2017",17.2,-9999.00
"10:53 AM EST on January 26, 2017",15.6,-9999.00
"11:53 AM EST on January 26, 2017",15.6,-9999.00
"12:53 PM EST on January 26, 2017",14.4,-9999.00
"1:53 PM EST on January 26, 2017",12.2,-9999.00
"2:53 PM EST on January 26, 2017",10.0,-9999.00
"3:53 PM EST on January 26, 2017",9.4,-9999.00
"4:53 PM EST on January 26, 2017",8.3,-9999.00
"5:53 PM EST on January 26, 2017",7.8,-9999.00
"6:53 PM EST on January 26, 2017",7.2,-9999.00
"7:53 PM EST on January 26, 2017",7.2,-9999.00
"8:53 PM EST on January 26, 2017",6.7,-9999.00
"9:53 PM EST on January 26, 2017",6.1,-9999.00
"10:53 PM EST on January 26, 2017",6.1,-9999.00
"11:53 PM EST on January 26, 2017",5.0,-9999.00
"12:53 AM EST on January 27, 2017",6.1,-9999.00
"1:53 AM EST on January 27, 2017",6.1,-9999.00
"2:53 AM EST on January 27, 2017",5.6,-9999.00
"3:53 AM EST on January 27, 2017",5.0,-9999.00
"4:53 AM EST on January 27, 2017",5.0,-9999.00
"5:53 AM EST on January 27, 2017",5.0,-9999.00
"6:53 AM EST on January 27, 2017",5.0,-9999.00
"7:53 AM EST on January 27, 2017",3.9,-9999.00
"8:53 AM EST on January 27, 2017",5.0,-9999.00
"9:53 AM EST on January 27, 2017",6.1,-9999.00
"10:53 AM EST on January 27, 2017",5.6,-9999.00
"11:53 AM EST on January 27, 2017",5.6,-9999.00
"12:53 PM EST on January 27, 2017",5.6,-9999.00
"1:53 PM EST on January 27, 2017",6.1,-9999.00
"2:53 PM EST on January 27, 2017",5.6,-9999.00
"3:53 PM EST on January 27, 2017",5.6,-9999.00
"4:53 PM EST on January 27, 2017",4.4,-9999.00
"5:53 PM EST on January 27, 2017",3.9,-9999.00
"6:53 PM EST on January 27, 2017",3.3,-9999.00
"7:53 PM EST on January 27, 2017",3.3,-9999.00
"8:53 PM EST on January 27, 2017",2.8,-9999.00
"9:53 PM EST on January 27, 2017",2.2,-9999.00
"10:53 PM EST on January 27, 2017",2.2,-9999.00
"11:53 PM EST on January 27, 2017",2.2,-9999.00
"12:53 AM EST on January 28, 2017",2.2,-9999.00
"1:53 AM EST on January 28, 2017",0.6,-9999.00
"2:53 AM EST on January 28, 2017",1.1,-9999.00
"3:53 AM EST on January 28, 2017",0.6,-9999.00
"4:53 AM EST on January 28, 2017",1.7,-9999.00
"5:53 AM EST on January 28, 2017",1.1,-9999.00
"6:53 AM EST on January 28, 2017",0.0,-9999.00
"7:53 AM EST on January 28, 2017",0.0,-9999.00
"8:53 AM EST on January 28, 2017",3.3,-9999.00
"9:53 AM EST on January 28, 2017",4.4,-9999.00
"10:53 AM EST on January 28, 2017",6.1,-9999.00
"11:53 AM EST on January 28, 2017",7.2,-9999.00
"12:53 PM EST on January 28, 2017",7.8,-9999.00
"1:53 PM EST on January 28, 2017",8.9,-9999.00
"2:53 PM EST on January 28, 2017",9.4,-9999.00
"3:53 PM EST on January 28, 2017",9.4,-9999.00
"4:53 PM EST on January 28, 2017",8.9,-9999.00
"5:53 PM EST on January 28, 2017",7.2,-9999.00
"6:53 PM EST on January 28, 2017",6.1,-9999.00
"7:53 PM EST on January 28, 2017",5.0,-9999.00
"8:53 PM EST on January 28, 2017",5.0,-9999.00
"9:53 PM EST on January 28, 2017",1.7,-9999.00
"10:53 PM EST on January 28, 2017",2.8,-9999.00
"11:53 PM EST on January 28, 2017",1.7,-9999.00
"12:53 AM EST on January 29, 2017",2.2,-9999.00
"1:53 AM EST on January 29, 2017",1.7,-9999.00
"2:53 AM EST on January 29, 2017",1.7,-9999.00
"3:53 AM EST on January 29, 2017",4.4,-9999.00
"4:53 AM EST on January 29, 2017",3.3,-9999.00
"5:53 AM EST on January 29, 2017",3.3,-9999.00
"6:53 AM EST on January 29, 2017",3.3,-9999.00
"7:53 AM EST on January 29, 2017",4.4,-9999.00
"8:53 AM EST on January 29, 2017",5.0,-9999.00
"9:53 AM EST on January 29, 2017",5.6,-9999.00
"10:53 AM EST on January 29, 2017",7.2,-9999.00
"11:53 AM EST on January 29, 2017",7.2,-9999.00
"12:53 PM EST on January 29, 2017",8.3,-9999.00
"1:53 PM EST on January 29, 2017",8.3,-9999.00
"2:53 PM EST on January 29, 2017",7.8,-9999.00
"3:53 PM EST on January 29, 2017",7.2,-9999.00
"4:53 PM EST on January 29, 2017",6.1,-9999.00
"4:57 PM EST on January 29, 2017",5.6,0.0
"5:25 PM EST on January 29, 2017",4.4,0.0
"5:53 PM EST on January 29, 2017",3.9,0.0
"6:53 PM EST on January 29, 2017",3.9,-9999.00
"7:53 PM EST on January 29, 2017",2.8,-9999.00
"8:53 PM EST on January 29, 2017",2.2,-9999.00
"9:53 PM EST on January 29, 2017",1.7,-9999.00
"10:53 PM EST on January 29, 2017",2.2,-9999.00
"11:28 PM EST on January 29, 2017",1.7,0.5
"11:37 PM EST on January 29, 2017",1.7,0.8
"11:45 PM EST on January 29, 2017",1.1,0.8
"11:48 PM EST on January 29, 2017",1.0,0.8
"11:53 PM EST on January 29, 2017",1.7,0.8
"12:00 AM EST on January 30, 2017",1.1,0.0
"12:53 AM EST on January 30, 2017",1.1,0.0
"1:53 AM EST on January 30, 2017",0.6,0.0
"2:53 AM EST on January 30, 2017",0.0,0.0
"3:53 AM EST on January 30, 2017",0.0,-9999.00
"4:53 AM EST on January 30, 2017",0.0,-9999.00
"5:53 AM EST on January 30, 2017",0.0,-9999.00
"6:53 AM EST on January 30, 2017",-1.7,-9999.00
"7:53 AM EST on January 30, 2017",-1.1,-9999.00
"8:53 AM EST on January 30, 2017",0.0,-9999.00
"9:53 AM EST on January 30, 2017",1.7,-9999.00
