,RecordID,TicketNumber,DateIssued,StreetName,TimeIssued,StreetNumber,LicenseState,WaiverRequestDate,WaiverGrantedDate,AppealDate,AppealGrantedDate,ViolationDescription,AppealStatus,Location,LicensePlateAnon,Coords
362826,362827,87419602,2017-02-13T00:00:00.000Z,5TH ST SE,14:25,100,VA,,,,,Overtime Parking,n/a,100 5TH ST SE,110112,"(38.0297094, -78.4784692)"
364057,364058,87672811,2017-02-13T00:00:00.000Z,UNIVERSITY AVE,00:38,1407,SC,,,,,Prohibited Zone,n/a,1407 UNIVERSITY AVE,25913,"(38.0345545849057, -78.5001958867925)"
355173,356174,86736618,2017-02-14T00:00:00.000Z,2ND ST SE,03:24,910,VA,,,,,No Parking any time,n/a,910 2ND ST SE,102382,"(38.0278052, -78.4820162)"
364097,364098,87683526,2017-02-14T00:00:00.000Z,WERTLAND ST,05:23,1107,VA,,,,,Curb Painted Yellow,n/a,1107 WERTLAND ST,114019,"(38.034525, -78.4956587229131)"
14743,15744,00199077,2017-02-14T14:15:00.000Z,GORDON AVE,14:15,1400,VA,,,,,12 Inches From Curb,n/a,1400 GORDON AVE,91255,"(38.0392, -78.49699)"
364186,364187,87717222,2017-02-15T00:00:00.000Z,E MAIN ST,15:28,321,VA,,,,,Handicapped Space,n/a,321 E MAIN ST,103460,"(38.0303624, -78.4792943295339)"
362640,362641,87352705,2017-02-15T00:00:00.000Z,GILLESPIE AVE,00:56,700,VA,,,,,LT Side to Curb,n/a,700 GILLESPIE AVE,118475,"(38.032979, -78.465544)"
363174,363175,87479418,2017-02-15T00:00:00.000Z,BING LN,01:30,912,VA,,,,,No Parking any time,n/a,912 BING LN,68859,"(38.02001495, -78.5076267139164)"
362642,362643,87352905,2017-02-15T00:00:00.000Z,HOLMES AVE,02:22,1111,VA,,,,,LT Side to Curb,n/a,1111 HOLMES AVE,108628,"(38.04541585, -78.4619362217787)"
362639,362640,87352605,2017-02-15T00:00:00.000Z,POPLAR ST,00:49,1203,VA,,,,,LT Side to Curb,n/a,1203 POPLAR ST,109715,"(38.033238, -78.467393)"
362641,362642,87352805,2017-02-15T00:00:00.000Z,HOLMES AVE,02:16,1216,VA,,,,,LT Side to Curb,n/a,1216 HOLMES AVE,107751,"(38.0473495, -78.4606197395971)"
14769,15770,00199109,2017-02-15T09:50:06.000Z,NALLE ST,09:50,700,VA,,,,,Permit Zone w/o Permit,n/a,700 NALLE ST,109082,"(38.029354, -78.491726)"
14783,15784,00199123,2017-02-15T11:06:17.000Z,JEFFERSON PARK AVE,11:06,2300,VA,,,02/17/2017,02/22/2017,No Parking any time,denied,2300 JEFFERSON PARK AVE,109430,"(38.02424645, -78.5144295110355)"
14813,15814,00199153,2017-02-15T12:59:35.000Z,PRICE AVE,12:59,2300,VA,,,,,Permit Zone w/o Permit,n/a,2300 PRICE AVE,108856,"(38.027149060438, -78.5176676714103)"
362646,362647,87353305,2017-02-16T00:00:00.000Z,MONTROSE AVE,03:54,901,VA,,,,,LT Side to Curb,n/a,901 MONTROSE AVE,53167,"(38.020661, -78.4774208048839)"
362645,362646,87353205,2017-02-16T00:00:00.000Z,RAYMOND AVE,03:36,203,VA,,,02/22/2017,02/24/2017,LT Side to Curb,denied,203 RAYMOND AVE,107518,"(38.0236752, -78.5126101759979)"
362644,362645,87353105,2017-02-16T00:00:00.000Z,MCELROY DR,03:25,2725,VA,,,,,LT Side to Curb,n/a,2725 MCELROY DR,28601,"(38.01423785, -78.5172024)"
363177,363178,87479705,2017-02-16T00:00:00.000Z,BING LN,02:41,930,VA,,,,,LT Side to Curb,n/a,930 BING LN,106155,"(38.020369, -78.50708735)"
362643,362644,87353005,2017-02-16T00:00:00.000Z,ROCK CREEK RD,03:15,712,VA,,,,,LT Side to Curb,n/a,712 ROCK CREEK RD,113704,"(38.0222948, -78.4998147)"
364161,364162,87712622,2017-02-16T00:00:00.000Z,W MAIN ST,15:00,227,VA,,,02/17/2017,02/21/2017,Handicapped Space,granted,227 W MAIN ST,118496,"(38.03143085, -78.4827582912329)"
14845,15846,00199193,2017-02-16T09:13:04.000Z,E SOUTH ST,09:13,100,VA,,,,,No Parking any time,n/a,100 E SOUTH ST,105979,"(39.7905428445946, -85.6120961486486)"
14875,15876,00199233,2017-02-17T09:17:54.000Z,10TH ST NE,09:17,300,VA,,,,,No Parking any time,n/a,300 10TH ST NE,114748,"(38.030163, -78.472434)"
14946,15947,00199304,2017-02-17T13:58:45.000Z,BROWN ST,13:58,600,VA,,,,,Parking 20ft of Intersection,n/a,600 BROWN ST,81083,"(38.032271, -78.488099)"
14959,15960,00199317,2017-02-17T14:20:23.000Z,3RD ST NE,14:20,100,VA,,,02/22/2017,03/17/2017,Parking on Sidewalk/Blocking Sidewalk,denied,100 3RD ST NE,131781,"(38.030409, -78.479846)"
354497,354498,86622805,2017-02-18T00:00:00.000Z,PIEDMONT AVE N,03:45,110,VA,,,,,LT Side to Curb,n/a,110 PIEDMONT AVE N,110221,"(38.0274473427621, -78.5187281449945)"
364163,364164,87712922,2017-02-18T00:00:00.000Z,W MAIN ST,14:54,101,VA,,,,,Handicapped Space,n/a,101 W MAIN ST,110378,"(38.0310251, -78.4814805)"
364062,364063,87673318,2017-02-20T00:00:00.000Z,UNIVERSITY CIR,05:14,136,VA,,,,,No Parking any time,n/a,136 UNIVERSITY CIR,106917,"(38.0434096308551, -78.503502119178)"
364063,364064,87673424,2017-02-21T00:00:00.000Z,15TH ST NW,09:15,301,DC,,,,,Obstructing Traffic ,n/a,301 15TH ST NW,3321,"(38.0376871, -78.4991617)"
362303,362304,87277718,2017-02-21T00:00:00.000Z,5TH ST NW,14:55,100,IN,,,,,No Parking any time,n/a,100 5TH ST NW,8000,"(38.032322, -78.487208)"
14966,15967,00199325,2017-02-21T07:48:21.000Z,ARLINGTON BLVD,07:48,2400,VA,,,,,15ft of Fire Hydrant,n/a,2400 ARLINGTON BLVD,110157,"(38.0503164514191, -78.5076416511833)"
14990,15991,00199349,2017-02-21T10:39:38.000Z,JEFFERSON PARK AVE,10:39,1900,VA,,,,,Curb Painted Yellow,n/a,1900 JEFFERSON PARK AVE,115856,"(38.027217, -78.5111027845276)"
14997,15998,00199368,2017-02-21T11:54:42.000Z,9TH ST NW,11:54,200,VA,,,02/21/2017,02/24/2017,Permit Zone w/o Permit,denied,200 9TH ST NW,109094,"(38.034699, -78.491961)"
15002,16003,00199373,2017-02-21T12:05:07.000Z,9TH ST NW,12:05,400,VA,,,,,Permit Zone w/o Permit,n/a,400 9TH ST NW,110354,"(38.035586, -78.490646)"
15032,16033,00199402,2017-02-21T13:07:41.000Z,13TH ST NW,13:07,400,NY,,,,,No Parking any time,n/a,400 13TH ST NW,21205,"(38.036959, -78.496657)"
355282,356283,86745305,2017-02-22T00:00:00.000Z,1ST ST S,19:11,904,VA,,,,,LT Side to Curb,n/a,904 1ST ST S,40125,"(38.02237245, -78.4859168764855)"
15066,16067,00199439,2017-02-22T10:17:44.000Z,DICE ST,10:17,300,VA,,,,,Void,n/a,300 DICE ST,110077,"(38.028109, -78.486552)"
350995,350996,86387613,2017-02-23T00:00:00.000Z,JEFFERSON PARK AVE,19:34,1713,VA,,,,,Blocking Drive ,n/a,1713 JEFFERSON PARK AVE,108075,"(38.03037845, -78.5090157485138)"
15082,16083,00199461,2017-02-23T08:38:19.000Z,LEXINGTON AVE,08:38,700,NY,,,,,Blocking Drive ,n/a,700 LEXINGTON AVE,21194,"(38.034935, -78.471353)"
15144,16145,00199527,2017-02-24T09:44:29.000Z,15TH ST NW,09:44,500,VA,,,,,Void,n/a,500 15TH ST NW,52136,"(38.039651, -78.497595)"
15181,16182,00199564,2017-02-24T11:15:09.000Z,ROSE HILL DR,11:15,600,VA,,,,,Overtime Parking,n/a,600 ROSE HILL DR,72781,"(38.0373168282828, -78.4881455454546)"
364169,364170,87714018,2017-02-25T00:00:00.000Z,5TH ST NE,14:13,106,VA,,,,,No Parking any time,n/a,106 5TH ST NE,109093,"(38.03010935, -78.4781491097141)"
364432,364433,87842824,2017-02-25T00:00:00.000Z,STONEHENGE AVE,05:03,502,VA,,,,,Obstructing Traffic ,n/a,502 STONEHENGE AVE,110060,"(38.02003995, -78.4856639419943)"
364115,364116,87688316,2017-02-25T00:00:00.000Z,ALTAMONT ST,08:33,410,VA,,,,,Permit Zone w/o Permit,n/a,410 ALTAMONT ST,174562,"(38.0342893, -78.48219745)"
355174,356175,86736721,2017-02-26T00:00:00.000Z,CHERRY AVE,04:30,1223,AZ,,,,,Dual Wheeled Veh Overnight,n/a,1223 CHERRY AVE,829,"(38.02652795, -78.500729422999)"
355176,356177,86736805,2017-02-26T00:00:00.000Z,W MAIN ST,04:40,810,NC,,,,,LT Side to Curb,n/a,810 W MAIN ST,15563,"(38.03143675, -78.4917955597292)"
355178,356179,86736921,2017-02-26T00:00:00.000Z,7TH ST SW,04:52,208,VA,,,,,Dual Wheeled Veh Overnight,n/a,208 7TH ST SW,113645,"(38.0304962, -78.4899483275782)"
