,RecordID,TicketNumber,DateIssued,StreetName,TimeIssued,StreetNumber,LicenseState,WaiverRequestDate,WaiverGrantedDate,AppealDate,AppealGrantedDate,ViolationDescription,AppealStatus,Location,LicensePlateAnon,Coords,DistMetric
11633,13634,00196865,2017-01-18T12:27:19.000Z,2ND ST NE,12:27,500,VA,,,,,LT Side to Curb,n/a,500 2ND ST NE,105363,"(38.0342975, -78.478696958871)",1.7556893945941436
11668,13669,00196900,2017-01-18T13:38:22.000Z,LEWIS MOUNTAIN RD,13:38,1900,VA,,,,,Permit Zone w/o Permit,n/a,1900 LEWIS MOUNTAIN RD,110376,"(38.037441, -78.507679)",0.23897920428723707
348999,350000,86300318,2017-01-19T00:00:00.000Z,CHANCELLOR ST,20:08,163,VA,,,,,No Parking any time,n/a,163 CHANCELLOR ST,112975,"(38.0377135822016, -78.5007895181046)",0.06242187532915144
348997,349998,86300218,2017-01-19T00:00:00.000Z,UNIVERSITY WAY,19:19,60,FL,,,,,No Parking any time,n/a,60 UNIVERSITY WAY,4506,"(38.04124115, -78.50222735)",1.3841380423241232
348995,349996,86300113,2017-01-19T00:00:00.000Z,THOMSON RD,20:39,1916,VA,,,02/17/2017,02/22/2017,Blocking Drive ,denied,1916 THOMSON RD,108346,"(38.0367776424438, -78.509235230386)",0.7008561098319166
11695,13696,00196926,2017-01-19T10:47:43.000Z,MAPLE ST,10:47,600,VA,,,,,Curb Painted Yellow,n/a,600 MAPLE ST,116305,"(38.032831, -78.47635)",1.2242914616257494
11742,13743,00196974,2017-01-19T12:14:16.000Z,MONROE LN,12:14,400,VA,,,,,No Parking any time,n/a,400 MONROE LN,128682,"(38.031934, -78.502684)",2.8002473207242677
11756,13757,00196988,2017-01-19T12:46:41.000Z,CABELL AVE,12:46,900,DC,,,,,LT Side to Curb,n/a,900 CABELL AVE,3323,"(38.042561, -78.495918)",4.733637849714657
11767,13768,00196999,2017-01-19T13:13:23.000Z,GRADY AVE,13:13,1600,VA,,,,,No Parking any time,n/a,1600 GRADY AVE,67513,"(38.04146315, -78.4989107451958)",2.431967740790555
11775,13776,00197006,2017-01-19T13:18:15.000Z,BRUCE AVE,13:18,1600,VA,,,,,LT Side to Curb,n/a,1600 BRUCE AVE,88034,"(38.049288, -78.485784)",26.72639578732915
11788,13789,00197019,2017-01-19T13:32:15.000Z,E MARKET ST,13:32,1100,VA,,,,,Parking on Sidewalk/Blocking Sidewalk,n/a,1100 E MARKET ST,88504,"(38.0317403, -78.4819014)",0.06180187241903019
11799,13800,00197030,2017-01-19T13:45:16.000Z,GRADY AVE,13:45,1700,VA,,,,,No Parking any time,n/a,1700 GRADY AVE,105210,"(38.041224, -78.499427)",2.068337524136822
11824,13825,00197055,2017-01-19T14:32:39.000Z,10 1/2 ST NW,14:32,600,GA,,,,,Void,n/a,600 10 1/2 ST NW,6803,"(38.0393010035046, -78.4922312067623)",2.3840255792037333
11836,13837,00197073,2017-01-20T09:56:57.000Z,E SOUTH ST,09:56,400,VA,,,,,No Parking any time,n/a,400 E SOUTH ST,46005,"(39.7904577, -85.6126293)",22184.17472906415
11842,13843,00197079,2017-01-20T11:10:45.000Z,10TH ST NW,11:10,400,VA,,,,,No Parking any time,n/a,400 10TH ST NW,108981,"(38.032911, -78.494605)",0.37081082855281994
11856,13857,00197093,2017-01-20T11:49:54.000Z,GLEASON ST,11:49,200,VA,,,,,No Parking any time,n/a,200 GLEASON ST,108777,"(38.0285922, -78.4842618)",0.8566765832308743
11872,13873,00197108,2017-01-20T12:17:34.000Z,2ND ST NW,12:17,300,VA,,,,,Overtime Parking,n/a,300 2ND ST NW,139850,"(38.032619, -78.481406)",0.31445223473854317
362020,362021,87215212,2017-01-21T00:00:00.000Z,PATON ST,09:44,501,VA,,,,,15ft of Fire Hydrant,n/a,501 PATON ST,107913,"(38.02702535, -78.5023862043215)",9.766347862609852
363720,363721,87572909,2017-01-23T00:00:00.000Z,MONROE LN,12:27,500,VA,,,,,Other,n/a,500 MONROE LN,93288,"(38.030665, -78.503089)",4.387461736438311
11942,13943,00197185,2017-01-23T13:36:09.000Z,VIRGINIA AVE,13:36,1500,VA,,,,,No Parking any time,n/a,1500 VIRGINIA AVE,31906,"(38.0380139, -78.49878595)",0.28230163626858407
11945,13946,00197188,2017-01-23T13:41:42.000Z,16TH ST NW,13:41,500,VA,,,,,No Parking any time,n/a,500 16TH ST NW,78041,"(38.039966, -78.49879)",1.2533898895751132
11968,13969,00197211,2017-01-23T14:46:49.000Z,ROCK CREEK RD,14:46,600,CO,,,,,LT Side to Curb,n/a,600 ROCK CREEK RD,1872,"(38.023171, -78.501056)",17.31022710843849
355818,356819,86781018,2017-01-24T00:00:00.000Z,2ND ST NE,14:27,108,VA,,,04/11/2017,04/18/2017,No Parking any time,denied,108 2ND ST NE,38401,"(38.0308674, -78.4804387119347)",0.025
11977,13978,00197223,2017-01-24T09:23:09.000Z,VALLEY RD,09:23,500,VA,,,01/24/2017,01/26/2017,Permit Zone w/o Permit,granted,500 VALLEY RD,129074,"(38.0290888682553, -78.5058099549414)",8.004141079494731
11987,13988,00197233,2017-01-24T09:42:28.000Z,GORDON AVE,09:42,1600,VA,,,,,No Parking any time,n/a,1600 GORDON AVE,131383,"(38.039942, -78.498975)",1.1983317385587309
13027,14028,00197273,2017-01-24T12:11:06.000Z,WASHINGTON AVE,12:11,100,VA,,,,,Permit Zone w/o Permit,n/a,100 WASHINGTON AVE,108815,"(38.02687, -78.512991)",17.493325997737447
13091,14092,00197336,2017-01-24T14:02:23.000Z,MADISON LN,14:02,100,VA,,,,,No Parking any time,n/a,100 MADISON LN,132242,"(38.036476, -78.502246)",0.06870315743132516
13095,14096,00197340,2017-01-24T14:14:47.000Z,BURNLEY AVE,14:14,1700,VA,,,,,Permit Zone w/o Permit,n/a,1700 BURNLEY AVE,104221,"(38.042664, -78.497351)",4.285718103413896
13096,14097,00197341,2017-01-24T14:17:56.000Z,CABELL AVE,14:17,600,NJ,,,,,No Parking any time,n/a,600 CABELL AVE,18111,"(38.040774, -78.497568)",2.189305203467064
13097,14098,00197342,2017-01-24T14:22:07.000Z,17TH ST NW,14:22,400,VA,,,,,No Parking any time,n/a,400 17TH ST NW,129117,"(38.039201, -78.500488)",0.5286379763654253
350001,350002,86300418,2017-01-25T00:00:00.000Z,WERTLAND ST,23:30,1400,VA,,,,,No Parking any time,n/a,1400 WERTLAND ST,109368,"(38.0347376, -78.4994969)",0.2749169723834726
13141,14142,00197397,2017-01-25T11:32:21.000Z,STONEHENGE AVE,11:32,900,VA,,,,,LT Side to Curb,n/a,900 STONEHENGE AVE,105541,"(38.01730455, -78.4799108237789)",15.323381651270054
355114,356115,86732613,2017-01-26T00:00:00.000Z,14TH ST NW,17:43,502,VA,,,,,Blocking Drive ,n/a,502 14TH ST NW,88161,"(38.0393112857143, -78.4966331428571)",1.2716247566781118
13223,14224,00197479,2017-01-26T08:51:04.000Z,UNIVERSITY CIR,08:51,1800,IL,,,,,No Parking any time,n/a,1800 UNIVERSITY CIR,7843,"(38.0418453963612, -78.5019335593554)",1.9229016125187315
13225,14226,00197481,2017-01-26T09:05:37.000Z,UNIVERSITY WAY,09:05,100,VA,,,,,No Parking any time,n/a,100 UNIVERSITY WAY,113243,"(38.041614, -78.501798)",1.7684538080604038
13240,14241,00197496,2017-01-26T09:39:31.000Z,UNIVERSITY CIR,09:39,20,VA,,,,,No Parking any time,n/a,20 UNIVERSITY CIR,106682,"(38.043477, -78.502648)",3.278209787940252
13288,14289,00197543,2017-01-26T12:14:49.000Z,RAINIER RD,12:14,800,VA,,,,,Blocking Drive ,n/a,800 RAINIER RD,103608,"(38.0197340913132, -78.507115658777)",33.342716978104676
13301,14302,00197556,2017-01-26T13:09:38.000Z,PRESTON PL,13:09,600,VA,,,,,Curb Painted Yellow,n/a,600 PRESTON PL,116575,"(38.041133, -78.498564)",2.228955906020928
13320,14321,00197575,2017-01-26T13:54:45.000Z,UNIVERSITY CIR,13:54,10,VA,,,,,No Parking any time,n/a,10 UNIVERSITY CIR,102791,"(38.0420948205871, -78.5009014177288)",2.4343797976317476
364174,364175,87715518,2017-01-28T00:00:00.000Z,4TH ST NE,13:42,108,VA,,,,,No Parking any time,n/a,108 4TH ST NE,36853,"(38.0303951, -78.4789315)",0.025
363196,363197,87488009,2017-01-28T00:00:00.000Z,MONTICELLO RD,20:05,800,VA,,,,,Other,n/a,800 MONTICELLO RD,105302,"(38.0277323, -78.4767923)",0.22379979524113622
358270,358271,86868413,2017-01-28T00:00:00.000Z,GRAVES ST,21:58,715,VA,,,,,Blocking Drive ,n/a,715 GRAVES ST,109340,"(38.02734695, -78.4756809630572)",0.2336448595016852
364093,364094,87683018,2017-01-28T00:00:00.000Z,CHANCELLOR ST,19:45,132,VA,,,,,No Parking any time,n/a,132 CHANCELLOR ST,37138,"(38.0369238491331, -78.5008930935931)",0.025
364092,364093,87682918,2017-01-28T00:00:00.000Z,UNIVERSITY CIR,19:10,68,VA,,,,,No Parking any time,n/a,68 UNIVERSITY CIR,103162,"(38.0434978369595, -78.5034752652162)",3.020764019255453
364125,364126,87690913,2017-01-28T00:00:00.000Z,E JEFFERSON ST,19:52,206,VA,,,,,Blocking Drive ,n/a,206 E JEFFERSON ST,107895,"(38.0319306938775, -78.479927877551)",0.24410364926958408
355308,356309,86747825,2017-01-28T00:00:00.000Z,GRADY AVE,23:42,1508,VA,,,,,Parking on Sidewalk/Blocking Sidewalk,n/a,1508 GRADY AVE,117970,"(38.0406657608696, -78.4979108043478)",2.000319810275577
364094,364095,87683219,2017-01-29T00:00:00.000Z,UNIVERSITY AVE,01:15,1409,PA,,,,,No Parking Desig HR ,n/a,1409 UNIVERSITY AVE,23719,"(38.0345581132075, -78.5001988490566)",0.416457625641752
13379,14380,00197667,2017-01-30T10:32:02.000Z,BLENHEIM AVE,10:32,900,VA,,,,,Void,n/a,900 BLENHEIM AVE,98673,"(38.02106455, -78.47709115)",6.3104999195419635
364095,364096,87683313,2017-01-31T00:00:00.000Z,GRADY AVE,21:38,1601,GA,,,,,Blocking Drive ,n/a,1601 GRADY AVE,6899,"(38.0411842755102, -78.4988264693878)",2.2005314164038396
13439,14440,00197726,2017-01-31T09:53:39.000Z,CARROLLTON TER,09:53,10,VA,,,,,LT Side to Curb,n/a,10 CARROLLTON TER,110018,"(38.02754855, -78.5103946789663)",13.916580752906313
13470,14471,00197757,2017-01-31T11:13:12.000Z,WERTLAND ST,11:13,1000,TX,,,,,No Parking any time,n/a,1000 WERTLAND ST,27820,"(38.03391375, -78.4942626011214)",0.07505234455500198
362814,362815,87417901,2017-02-01T00:00:00.000Z,W MAIN ST,11:37,1300,VA,,,,,Violation of Meter Ordinance,n/a,1300 W MAIN ST,121309,"(38.0307356, -78.4870175)",0.293618383241424
364175,364176,87715625,2017-02-01T00:00:00.000Z,W MAIN ST,10:00,230,VA,,,,,Parking on Sidewalk/Blocking Sidewalk,n/a,230 W MAIN ST,33221,"(38.0312365510204, -78.482469377551)",0.025
13570,14571,00197858,2017-02-01T07:45:48.000Z,ALTAVISTA AVE,07:45,900,VA,,,,,Blocking Drive ,n/a,900 ALTAVISTA AVE,128783,"(38.0187954, -78.478744530925)",11.248226001995508
13571,14572,00197859,2017-02-01T09:09:03.000Z,CARROLLTON TER,09:09,100,VA,,,,,Parking 20ft of Intersection,n/a,100 CARROLLTON TER,105182,"(38.02803825, -78.510278058646)",12.757196962859267
13586,14587,00197879,2017-02-01T10:53:30.000Z,OAKHURST CIR,10:53,100,VA,,,,,Permit Zone w/o Permit,n/a,100 OAKHURST CIR,118883,"(38.0318982, -78.5068316)",4.3239819714975845
13613,14614,00197906,2017-02-01T11:54:15.000Z,14TH ST NW,11:54,100,VA,,,,,Parking on Sidewalk/Blocking Sidewalk,n/a,100 14TH ST NW,30343,"(38.0341801, -78.4993832)",0.46456889393268563
13631,14632,00197924,2017-02-01T12:21:45.000Z,UNIVERSITY AVE,12:22,1500,VA,,,,,Overtime Parking,n/a,1500 UNIVERSITY AVE,113852,"(38.0347186509434, -78.5003336320755)",0.3718221154498675
13677,14678,00197970,2017-02-01T14:27:28.000Z,UNIVERSITY AVE,14:27,1400,VA,,,,,Overtime Parking,n/a,1400 UNIVERSITY AVE,38249,"(38.035338, -78.500954)",0.232455391976346
364176,364177,87715709,2017-02-02T00:00:00.000Z,7TH ST NE,13:10,120,VA,,,,,Other,n/a,120 7TH ST NE,38938,"(38.0298320686306, -78.4766728153578)",0.029395647438647376
13730,14731,00198033,2017-02-02T10:11:19.000Z,W MAIN ST,10:11,1100,VA,,,,,Void,n/a,1100 W MAIN ST,109045,"(38.032802, -78.496112)",0.6168734678304036
13750,14751,00198053,2017-02-02T11:24:49.000Z,JEFFERSON PARK AVE,11:24,1600,VA,,,,,Curb Painted Yellow,n/a,1600 JEFFERSON PARK AVE,121922,"(38.03173675, -78.5074391509459)",4.778573108619073
13751,14752,00198054,2017-02-02T11:30:12.000Z,MONTEBELLO CIR,11:30,200,VA,,,,,Permit Zone w/o Permit,n/a,200 MONTEBELLO CIR,88319,"(38.029817, -78.509848)",8.9664121116664
13793,14794,00198096,2017-02-02T13:12:20.000Z,SPRIGG LN,13:12,200,VA,,,,,No Parking any time,n/a,200 SPRIGG LN,35135,"(38.038744, -78.508363)",0.025966829594535078
13823,14824,00198125,2017-02-02T14:37:58.000Z,7TH ST NE,14:37,500,VA,,,,,Permit Zone w/o Permit,n/a,500 7TH ST NE,105606,"(38.032692, -78.475286)",1.3594497644241983
13839,14840,00198141,2017-02-02T15:18:01.000Z,UNIVERSITY AVE,15:18,1600,VA,,,,,Overtime Parking,n/a,1600 UNIVERSITY AVE,92617,"(38.035338, -78.500954)",0.232455391976346
362036,362037,87232722,2017-02-03T00:00:00.000Z,1ST ST S,12:11,500,VA,,,,,Handicapped Space,n/a,500 1ST ST S,30598,"(38.02701755, -78.4829548250253)",1.6277350311365173
13862,14863,00198165,2017-02-03T11:34:04.000Z,WERTLAND ST,11:34,1200,VA,,,,,Permit Zone w/o Permit,n/a,1200 WERTLAND ST,102515,"(38.0341542, -78.4965064945375)",0.17245552624496327
13872,14873,00198175,2017-02-03T12:02:31.000Z,12TH ST NW,12:02,100,VA,,,02/03/2017,02/06/2017,No Parking any time,granted,100 12TH ST NW,108430,"(38.033895, -78.496341)",0.2281626262244863
13882,14883,00198185,2017-02-03T12:40:31.000Z,GILDERSLEEVE WOOD,12:40,10,WV,,,,,Permit Zone w/o Permit,n/a,10 GILDERSLEEVE WOOD,179236,"(38.0310426406682, -78.5067940321847)",5.446690124839629
13918,14919,00198220,2017-02-03T13:41:11.000Z,MONTEBELLO CIR,13:41,300,VA,,,,,Permit Zone w/o Permit,n/a,300 MONTEBELLO CIR,119934,"(38.0294346, -78.510363171799)",9.977971561113261
13929,14930,00198231,2017-02-03T14:02:00.000Z,CHELSEA DR,14:01,1800,VA,,,02/03/2017,02/07/2017,Permit Zone w/o Permit,granted,1800 CHELSEA DR,120904,"(38.0290535502599, -78.5114297782367)",11.392842096032465
362652,362653,87355118,2017-02-04T00:00:00.000Z,ALTAMONT ST,14:30,402,VA,,,,,No Parking any time,n/a,402 ALTAMONT ST,110645,"(38.03394995, -78.4823710465094)",0.7571081028711723
364385,364386,87817705,2017-02-04T00:00:00.000Z,HARRIS RD,18:28,207,VA,,,,,LT Side to Curb,n/a,207 HARRIS RD,104596,"(38.0163293, -78.5072008949447)",46.36356991038635
13956,14957,00198258,2017-02-06T09:47:54.000Z,JONES ST,09:47,300,VA,,,,,No Parking any time,n/a,300 JONES ST,96255,"(38.029256, -78.499044)",4.5540744888634945
14004,15005,00198314,2017-02-06T12:50:00.000Z,BELMONT AVE,12:50,900,VA,,,02/15/2017,02/17/2017,LT Side to Curb,denied,900 BELMONT AVE,119020,"(38.02343955, -78.4753736488607)",2.6643290863240483
14058,15059,00198368,2017-02-06T15:30:06.000Z,E MARKET ST,15:30,500,VA,,,,,Overtime Parking,n/a,500 E MARKET ST,107141,"(38.0317403, -78.4819014)",0.06180187241903019
362653,362654,87357605,2017-02-07T00:00:00.000Z,MCELROY DR,00:55,2707,VA,,,,,LT Side to Curb,n/a,2707 MCELROY DR,105568,"(38.0157700141119, -78.5164707291874)",61.79618259252247
362654,362655,87357705,2017-02-07T00:00:00.000Z,ORANGEDALE AVE,01:22,808,VA,,,,,LT Side to Curb,n/a,808 ORANGEDALE AVE,108616,"(38.0211965, -78.4977501982474)",19.72168711727804
362655,362656,87357805,2017-02-07T00:00:00.000Z,CAMELLIA DR,03:03,325,VA,,,,,LT Side to Curb,n/a,325 CAMELLIA DR,120263,"(38.01079155, -78.5113792789507)",78.80173512038505
362656,362657,87357925,2017-02-07T00:00:00.000Z,10TH ST SW,06:59,517,VA,,,,,Parking on Sidewalk/Blocking Sidewalk,n/a,517 10TH ST SW,73951,"(38.027803, -78.496968)",5.637416275320498
14070,15071,00198383,2017-02-07T09:11:41.000Z,ALTAMONT ST,09:11,400,VA,,,,,Permit Zone w/o Permit,n/a,400 ALTAMONT ST,48873,"(38.03383535, -78.4823989618519)",0.6937295900674647
14087,15088,00198400,2017-02-07T10:45:53.000Z,FOREST RIDGE RD,10:45,1400,VA,,,,,No Parking any time,n/a,1400 FOREST RIDGE RD,52847,"(38.025204, -78.497753)",10.451003566153497
364180,364181,87716425,2017-02-08T00:00:00.000Z,5TH ST NE,13:30,110,VA,,,,,Parking on Sidewalk/Blocking Sidewalk,n/a,110 5TH ST NE,30931,"(38.0302315, -78.4780926471206)",0.025
14222,15223,00198537,2017-02-08T10:54:41.000Z,CLARKE CT,10:54,100,VA,,,,,Parking 20ft of Intersection,n/a,100 CLARKE CT,110232,"(38.026855, -78.515422)",19.52471805922231
14249,15250,00198564,2017-02-08T12:00:28.000Z,E HIGH ST,12:00,800,VA,,,,,Warning,n/a,800 E HIGH ST,107525,"(38.033224, -78.483328)",0.3136397763467856
14280,15281,00198596,2017-02-08T13:00:14.000Z,BELMONT AVE,13:00,800,VA,,,,,LT Side to Curb,n/a,800 BELMONT AVE,104578,"(38.02418465, -78.4769664048326)",2.431678191396427
14288,15289,00198603,2017-02-08T13:12:28.000Z,GRAVES ST,13:12,700,VA,,,,,LT Side to Curb,n/a,700 GRAVES ST,77856,"(38.0269367, -78.4766692983389)",0.4917517171404722
363197,363198,87488113,2017-02-09T00:00:00.000Z,HINTON AVE,19:22,824,VA,,,,,Blocking Drive ,n/a,824 HINTON AVE,177243,"(38.0244519, -78.4755634394672)",1.809321016824039
14303,15304,00198621,2017-02-09T09:39:57.000Z,8TH ST NE,09:39,400,VA,,,,,Parking 20ft of Intersection,n/a,400 8TH ST NE,108726,"(38.031521, -78.475151)",0.6818277428846646
14326,15327,00198645,2017-02-09T12:01:12.000Z,DUNOVA CT,12:01,100,VA,,,,,Permit Zone w/o Permit,n/a,100 DUNOVA CT,133373,"(38.02987755, -78.5120333916373)",10.14032641046645
14395,15396,00198716,2017-02-10T07:57:12.000Z,HENRY AVE,07:57,900,VA,,,,,LT Side to Curb,n/a,900 HENRY AVE,105390,"(38.0389241, -78.4868195412634)",3.7871733869467925
14396,15397,00198717,2017-02-10T08:31:12.000Z,STONEHENGE AVE,08:31,500,VA,,,02/10/2017,02/14/2017,LT Side to Curb,granted,500 STONEHENGE AVE,107888,"(38.0201034, -78.4858113628626)",13.197563911214168
14493,15494,00198816,2017-02-10T13:57:08.000Z,W SOUTH ST,13:57,300,VA,,,,,Void,n/a,300 W SOUTH ST,104085,"(39.7904577, -85.6126293)",22184.17472906415
355822,356823,86781216,2017-02-11T00:00:00.000Z,W MAIN ST,14:15,200,VA,,,,,Permit Zone w/o Permit,n/a,200 W MAIN ST,100437,"(38.0309357, -78.4824143)",0.025
363185,363186,87480622,2017-02-11T00:00:00.000Z,2ND ST SE,23:16,100,VA,,,03/29/2017,03/31/2017,Handicapped Space,denied,100 2ND ST SE,107426,"(38.030397, -78.480702)",0.025
364059,364060,87673016,2017-02-13T00:00:00.000Z,GROVE ST,04:22,1004,VA,,,,,Permit Zone w/o Permit,n/a,1004 GROVE ST,106975,"(38.02956955, -78.4973772246393)",3.5368606815204133
362657,362658,87358005,2017-02-13T00:00:00.000Z,ROBERTSON AVE,02:28,118,VA,,,,,LT Side to Curb,n/a,118 ROBERTSON AVE,66538,"(38.0242426, -78.5132875187178)",25.029954945914128
362826,362827,87419602,2017-02-13T00:00:00.000Z,5TH ST SE,14:25,100,VA,,,,,Overtime Parking,n/a,100 5TH ST SE,110112,"(38.0297094, -78.4784692)",0.025
364057,364058,87672811,2017-02-13T00:00:00.000Z,UNIVERSITY AVE,00:38,1407,SC,,,,,Prohibited Zone,n/a,1407 UNIVERSITY AVE,25913,"(38.0345545849057, -78.5001958867925)",0.4174670330983115
355173,356174,86736618,2017-02-14T00:00:00.000Z,2ND ST SE,03:24,910,VA,,,,,No Parking any time,n/a,910 2ND ST SE,102382,"(38.0278052, -78.4820162)",0.9003833819714658
364097,364098,87683526,2017-02-14T00:00:00.000Z,WERTLAND ST,05:23,1107,VA,,,,,Curb Painted Yellow,n/a,1107 WERTLAND ST,114019,"(38.034525, -78.4956587229131)",0.04958886685539069
14743,15744,00199077,2017-02-14T14:15:00.000Z,GORDON AVE,14:15,1400,VA,,,,,12 Inches From Curb,n/a,1400 GORDON AVE,91255,"(38.0392, -78.49699)",1.1238166798798983
364186,364187,87717222,2017-02-15T00:00:00.000Z,E MAIN ST,15:28,321,VA,,,,,Handicapped Space,n/a,321 E MAIN ST,103460,"(38.0303624, -78.4792943295339)",0.025
362640,362641,87352705,2017-02-15T00:00:00.000Z,GILLESPIE AVE,00:56,700,VA,,,,,LT Side to Curb,n/a,700 GILLESPIE AVE,118475,"(38.032979, -78.465544)",4.755978181203102
363174,363175,87479418,2017-02-15T00:00:00.000Z,BING LN,01:30,912,VA,,,,,No Parking any time,n/a,912 BING LN,68859,"(38.02001495, -78.5076267139164)",32.92840134629901
362642,362643,87352905,2017-02-15T00:00:00.000Z,HOLMES AVE,02:22,1111,VA,,,,,LT Side to Curb,n/a,1111 HOLMES AVE,108628,"(38.04541585, -78.4619362217787)",39.37158233345738
362639,362640,87352605,2017-02-15T00:00:00.000Z,POPLAR ST,00:49,1203,VA,,,,,LT Side to Curb,n/a,1203 POPLAR ST,109715,"(38.033238, -78.467393)",4.337734903120275
362641,362642,87352805,2017-02-15T00:00:00.000Z,HOLMES AVE,02:16,1216,VA,,,,,LT Side to Curb,n/a,1216 HOLMES AVE,107751,"(38.0473495, -78.4606197395971)",48.764776872577265
14769,15770,00199109,2017-02-15T09:50:06.000Z,NALLE ST,09:50,700,VA,,,,,Permit Zone w/o Permit,n/a,700 NALLE ST,109082,"(38.029354, -78.491726)",1.9800333898136584
14783,15784,00199123,2017-02-15T11:06:17.000Z,JEFFERSON PARK AVE,11:06,2300,VA,,,02/17/2017,02/22/2017,No Parking any time,denied,2300 JEFFERSON PARK AVE,109430,"(38.02424645, -78.5144295110355)",26.11880051317124
14813,15814,00199153,2017-02-15T12:59:35.000Z,PRICE AVE,12:59,2300,VA,,,,,Permit Zone w/o Permit,n/a,2300 PRICE AVE,108856,"(38.027149060438, -78.5176676714103)",20.647967585065526
362646,362647,87353305,2017-02-16T00:00:00.000Z,MONTROSE AVE,03:54,901,VA,,,,,LT Side to Curb,n/a,901 MONTROSE AVE,53167,"(38.020661, -78.4774208048839)",7.103109749977234
362645,362646,87353205,2017-02-16T00:00:00.000Z,RAYMOND AVE,03:36,203,VA,,,02/22/2017,02/24/2017,LT Side to Curb,denied,203 RAYMOND AVE,107518,"(38.0236752, -78.5126101759979)",26.107370080532757
362644,362645,87353105,2017-02-16T00:00:00.000Z,MCELROY DR,03:25,2725,VA,,,,,LT Side to Curb,n/a,2725 MCELROY DR,28601,"(38.01423785, -78.5172024)",70.43855693320222
363177,363178,87479705,2017-02-16T00:00:00.000Z,BING LN,02:41,930,VA,,,,,LT Side to Curb,n/a,930 BING LN,106155,"(38.020369, -78.50708735)",31.138347342366266
362643,362644,87353005,2017-02-16T00:00:00.000Z,ROCK CREEK RD,03:15,712,VA,,,,,LT Side to Curb,n/a,712 ROCK CREEK RD,113704,"(38.0222948, -78.4998147)",18.545688658658438
364161,364162,87712622,2017-02-16T00:00:00.000Z,W MAIN ST,15:00,227,VA,,,02/17/2017,02/21/2017,Handicapped Space,granted,227 W MAIN ST,118496,"(38.03143085, -78.4827582912329)",0.025
14845,15846,00199193,2017-02-16T09:13:04.000Z,E SOUTH ST,09:13,100,VA,,,,,No Parking any time,n/a,100 E SOUTH ST,105979,"(39.7905428445946, -85.6120961486486)",22161.398712152917
14875,15876,00199233,2017-02-17T09:17:54.000Z,10TH ST NE,09:17,300,VA,,,,,No Parking any time,n/a,300 10TH ST NE,114748,"(38.030163, -78.472434)",0.4558395567754991
14946,15947,00199304,2017-02-17T13:58:45.000Z,BROWN ST,13:58,600,VA,,,,,Parking 20ft of Intersection,n/a,600 BROWN ST,81083,"(38.032271, -78.488099)",0.03310795522635774
14959,15960,00199317,2017-02-17T14:20:23.000Z,3RD ST NE,14:20,100,VA,,,02/22/2017,03/17/2017,Parking on Sidewalk/Blocking Sidewalk,denied,100 3RD ST NE,131781,"(38.030409, -78.479846)",0.025
354497,354498,86622805,2017-02-18T00:00:00.000Z,PIEDMONT AVE N,03:45,110,VA,,,,,LT Side to Curb,n/a,110 PIEDMONT AVE N,110221,"(38.0274473427621, -78.5187281449945)",20.749087558500175
364163,364164,87712922,2017-02-18T00:00:00.000Z,W MAIN ST,14:54,101,VA,,,,,Handicapped Space,n/a,101 W MAIN ST,110378,"(38.0310251, -78.4814805)",0.025
364062,364063,87673318,2017-02-20T00:00:00.000Z,UNIVERSITY CIR,05:14,136,VA,,,,,No Parking any time,n/a,136 UNIVERSITY CIR,106917,"(38.0434096308551, -78.503502119178)",2.920267112021901
364063,364064,87673424,2017-02-21T00:00:00.000Z,15TH ST NW,09:15,301,DC,,,,,Obstructing Traffic ,n/a,301 15TH ST NW,3321,"(38.0376871, -78.4991617)",0.15758944906679082
362303,362304,87277718,2017-02-21T00:00:00.000Z,5TH ST NW,14:55,100,IN,,,,,No Parking any time,n/a,100 5TH ST NW,8000,"(38.032322, -78.487208)",0.025
14966,15967,00199325,2017-02-21T07:48:21.000Z,ARLINGTON BLVD,07:48,2400,VA,,,,,15ft of Fire Hydrant,n/a,2400 ARLINGTON BLVD,110157,"(38.0503164514191, -78.5076416511833)",11.539762554190462
14990,15991,00199349,2017-02-21T10:39:38.000Z,JEFFERSON PARK AVE,10:39,1900,VA,,,,,Curb Painted Yellow,n/a,1900 JEFFERSON PARK AVE,115856,"(38.027217, -78.5111027845276)",15.193947786872132
14997,15998,00199368,2017-02-21T11:54:42.000Z,9TH ST NW,11:54,200,VA,,,02/21/2017,02/24/2017,Permit Zone w/o Permit,denied,200 9TH ST NW,109094,"(38.034699, -78.491961)",0.03317536314902872
15002,16003,00199373,2017-02-21T12:05:07.000Z,9TH ST NW,12:05,400,VA,,,,,Permit Zone w/o Permit,n/a,400 9TH ST NW,110354,"(38.035586, -78.490646)",0.33051579591299435
15032,16033,00199402,2017-02-21T13:07:41.000Z,13TH ST NW,13:07,400,NY,,,,,No Parking any time,n/a,400 13TH ST NW,21205,"(38.036959, -78.496657)",0.17314611151416848
355282,356283,86745305,2017-02-22T00:00:00.000Z,1ST ST S,19:11,904,VA,,,,,LT Side to Curb,n/a,904 1ST ST S,40125,"(38.02237245, -78.4859168764855)",8.753999791110324
15066,16067,00199439,2017-02-22T10:17:44.000Z,DICE ST,10:17,300,VA,,,,,Void,n/a,300 DICE ST,110077,"(38.028109, -78.486552)",1.6628178579219552
